hugojair,1-mwigEJA0I.08.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,vyTWN4ZKkmo.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,mhhNujGQD2g.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,G9bOXzZoTXA.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,A23DELpcD9k.08.mp4,1,-1,0,"['-1', '0', '2']","['-1', '0', '1']","['-1', '0', '2']",
hugojair,uEj0I82v66k.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,EGM8bWzH5nA.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,68lMlUE_Kec.04.mp4,1,-1,1,"['-1', '0']","['-1', '2']","['-1', '1']",
hugojair,4RcOfNchIPM.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,86UZPop5ua4.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,1VGn_V-5RYE.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,9dxFTjLzSjY.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,2UHDWIj5jdw.03.mp4,1,-1,0,"['-1', '0', '1']","['-1', '1']","['-1', '1']",
hugojair,Z3naaoQwMSU.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,ugmkHvEDyXY.05.mp4,1,-1,0,"['-1', '0', '1']","['-1', '1']","['-1', '0']",
hugojair,18j23m1eYVk.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,2ukMqOHfj4U.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,iXrfTsha-mU.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,8KOY89HXp7A.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,R2BwAt-TgRI.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,V6sIt5PcOi4.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,jDVvBm51zG8.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,ndGxgy8k32k.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,J2mEpFfeSy4.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,mWGzicjqAc0.10.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,a-HCBF2Zj-k.04.mp4,1,-1,0,"['-1', '1', '2']","['-1', '0']","['-1', '1', '2']",
hugojair,G9bOXzZoTXA.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,oyVh-fukERw.04.mp4,1,-1,1,"['-1', '0', '1']","['-1', '1', '2']","['-1', '1']",
hugojair,-3H77o_5_S4.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,_EIdW_WrYSo.05.mp4,1,-1,0,"['-1', '0']","['-1', '1']","['-1', '0']",
hugojair,U4S3Q0gRbkU.12.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,zvUh7x2D2Ec.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,CqOQkZG-TXY.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,q2OJMPC7INg.05.mp4,1,-1,0,"['-1', '0', '1', '2']","['-1', '1']","['-1', '0']",
hugojair,2FB08n6Mwas.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,kqSe_VWHP3s.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,7iLT-WOYAVg.04.mp4,1,-1,1,"['-1', '0']","['-1', '1']","['-1', '0']",
hugojair,ZaiaBg6DHko.03.mp4,1,-1,0,"['-1', '0', '1', '2']","['-1', '0', '1']","['-1', '1']",
hugojair,xYe78AzMAEo.08.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,9ktxLSnMZQY.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,WZNQBF54EGg.16.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,I6v9OlvE19A.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,eosWePjdJUw.06.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,-ilwzZTB_EI.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,oIPoA22qMvE.05.mp4,0,0,-1,['-1'],['-1'],['-1'],
hugojair,48RpLfedZrY.18.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,Z8oOkJSKMhg.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,6cyra7fjcsY.09.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,kWucA3XylTE.11.mp4,1,1,1,"['-1', '0']","['-1', '2']","['-1', '0']",
hugojair,MRin9PeaqQQ.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,sZuoNA3LmxQ.09.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,4RcOfNchIPM.01.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,O5xmTxDQkwM.01.mp4,0,-1,-1,['-1'],['-1'],['-1'],
hugojair,zHcpktIyKok.03.mp4,1,-1,0,"['-1', '0', '2']","['-1', '0']","['-1', '1']",
hugojair,ClV_1FW8x6w.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,aIxzt9jV9S4.11.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,RO5JnexdQFc.09.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,M6KC6qN3QU4.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,C3nJdl7h0OU.06.mp4,0,-1,-1,['-1'],['-1'],['-1'],
hugojair,EXWslHieQBs.04.mp4,0,-1,-1,['-1'],['-1'],['-1'],
hugojair,4tPnHBPwVGQ.08.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,9TAwwA18cHM.07.mp4,0,-1,-1,['-1'],['-1'],['-1'],
hugojair,zHANU4T2GDc.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,zrQz_b0EkMw.09.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,0T0hL2v6UJE.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,GuVhfCY7Z8o.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,ugmkHvEDyXY.09.mp4,1,-1,1,"['-1', '0', '2']","['-1', '2']","['-1', '0']",
hugojair,jifBsgwNvVQ.02.mp4,1,-1,0,"['-1', '0']","['-1', '1']","['-1', '1']",
hugojair,8vvBMycj24Y.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,E60I4tafW8w.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,nI-czNIcqRE.03.mp4,1,-1,-1,"['-1', '0', '2']","['-1', '1']","['-1', '0']",
hugojair,kN89xGhaKtw.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,CwfrPVVAmts.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,59UFfsaaU3M.01.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,SCRcuvZWZFc.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,w47xjtazJTc.10.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,h_IP9yBA4F0.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,OM3XG1v0EFQ.12.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,BRrLhnkcWF4.06.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,cFv3MwoDEx0.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,MsAtrx97Uc8.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,qI2DhnyCIZ8.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,eIkUiuQ6X2E.14.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,Ygs54qxJkQY.01.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,U7EEuGFRQ4k.01.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,p5qZjBQgJ-Q.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,28kE5dr991E.19.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,KcYq4AcV7Mg.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,k_PMvNkQ-9c.10.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,b1C-nG9yUO8.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,DBuMMf2txgE.12.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,yj1KWmcDgl4.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,wnALI1y8o6M.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,ByPfhK35jug.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,uVGOlLAUxYs.08.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,CEpNKQQiqo8.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,0T0hL2v6UJE.06.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,1-moqQEABeA.09.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,PVs9jg1XRU8.13.mp4,0,0,-1,['-1'],['-1'],['-1'],
hugojair,xtlh4sypJzE.03.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,w47xjtazJTc.08.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,jvkqJeECyAs.01.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,5R9wNJl70d8.00.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,JzYbjHD90ao.02.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,R8olYpgS6U0.05.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,cUVIwwy4zNc.07.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,EGyOc86lWAo.06.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,pintar de colores un mundo gris analizado la rosa de Guadalupe pt2.19.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,B1OWL_mRnK0.00.mp4,1,-1,1,"['-1', '0', '2']","['-1', '2']","['-1', '0']",
hugojair,twX49imskpI.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,qVhs2qcgJG0.12.mp4,1,-1,0,"['-1', '0', '2']","['-1', '0']","['-1', '0']",
hugojair,lw5Nxz3Yv1Q.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
hugojair,FtPtFU4y7NI.04.mp4,0,1,-1,['-1'],['-1'],['-1'],
